PRACTICE_CODE,GROUP_CODE,REGISTER,PATIENT_LIST_TYPE,PRACTICE_LIST_SIZE
A81001,AF,112.0,TOTAL,3996
A81001,AST,317.0,06OV,3766
A81001,CAN,131.0,TOTAL,3996
A81001,CHD,150.0,TOTAL,3996
A81001,CKD,93.0,18OV,3179
A81001,COPD,96.0,TOTAL,3996
A81001,DEM,22.0,TOTAL,3996
A81001,DEP,316.0,18OV,3179
A81001,DM,305.0,17OV,3233
A81001,EP,31.0,18OV,3179
A81001,HF,55.0,TOTAL,3996
A81001,HYP,616.0,TOTAL,3996
A81001,LD,28.0,TOTAL,3996
A81001,MH,52.0,TOTAL,3996
A81001,NDH,130.0,18OV,3179
A81001,OB,384.0,18OV,3179
A81001,OST,11.0,50OV,1683
A81001,PAD,31.0,TOTAL,3996
A81001,PC,38.0,TOTAL,3996
A81001,RA,24.0,16OV,3287
A81001,STIA,103.0,TOTAL,3996
A81002,AF,521.0,TOTAL,18315
A81002,AST,1313.0,06OV,17359
A81002,CAN,729.0,TOTAL,18315
A81002,CHD,865.0,TOTAL,18315
A81002,CKD,872.0,18OV,14914
A81002,COPD,880.0,TOTAL,18315
A81002,DEM,203.0,TOTAL,18315
A81002,DEP,3004.0,18OV,14914
A81002,DM,1275.0,17OV,15112
A81002,EP,159.0,18OV,14914
A81002,HF,237.0,TOTAL,18315
A81002,HYP,3396.0,TOTAL,18315
A81002,LD,107.0,TOTAL,18315
A81002,MH,180.0,TOTAL,18315
A81002,NDH,992.0,18OV,14914
A81002,OB,2575.0,18OV,14914
A81002,OST,113.0,50OV,8300
A81002,PAD,158.0,TOTAL,18315
A81002,PC,84.0,TOTAL,18315
A81002,RA,126.0,16OV,15326
A81002,STIA,512.0,TOTAL,18315
A81004,AF,271.0,TOTAL,11276
A81004,AST,674.0,06OV,10463
A81004,CAN,411.0,TOTAL,11276
A81004,CHD,395.0,TOTAL,11276
A81004,CKD,449.0,18OV,8903
A81004,COPD,273.0,TOTAL,11276
A81004,DEM,100.0,TOTAL,11276
A81004,DEP,987.0,18OV,8903
A81004,DM,703.0,17OV,9049
A81004,EP,80.0,18OV,8903
A81004,HF,131.0,TOTAL,11276
A81004,HYP,1741.0,TOTAL,11276
A81004,LD,91.0,TOTAL,11276
A81004,MH,74.0,TOTAL,11276
A81004,NDH,1019.0,18OV,8903
A81004,OB,1562.0,18OV,8903
A81004,OST,45.0,50OV,4244
A81004,PAD,57.0,TOTAL,11276
A81004,PC,63.0,TOTAL,11276
A81004,RA,75.0,16OV,9171
A81004,STIA,241.0,TOTAL,11276
A81005,AF,255.0,TOTAL,8005
A81005,AST,518.0,06OV,7647
A81005,CAN,432.0,TOTAL,8005
A81005,CHD,338.0,TOTAL,8005
A81005,CKD,135.0,18OV,6626
A81005,COPD,201.0,TOTAL,8005
A81005,DEM,100.0,TOTAL,8005
A81005,DEP,773.0,18OV,6626
A81005,DM,561.0,17OV,6721
A81005,EP,61.0,18OV,6626
A81005,HF,76.0,TOTAL,8005
A81005,HYP,1532.0,TOTAL,8005
A81005,LD,49.0,TOTAL,8005
A81005,MH,84.0,TOTAL,8005
A81005,NDH,613.0,18OV,6626
A81005,OB,927.0,18OV,6626
A81005,OST,42.0,50OV,4093
A81005,PAD,48.0,TOTAL,8005
A81005,PC,65.0,TOTAL,8005
A81005,RA,56.0,16OV,6824
A81005,STIA,222.0,TOTAL,8005
A81006,AF,381.0,TOTAL,14383
A81006,AST,1077.0,06OV,13515
A81006,CAN,480.0,TOTAL,14383
A81006,CHD,622.0,TOTAL,14383
A81006,CKD,376.0,18OV,11360
A81006,COPD,596.0,TOTAL,14383
A81006,DEM,156.0,TOTAL,14383
A81006,DEP,1934.0,18OV,11360
A81006,DM,1063.0,17OV,11526
A81006,EP,133.0,18OV,11360
A81006,HF,189.0,TOTAL,14383
A81006,HYP,2441.0,TOTAL,14383
A81006,LD,130.0,TOTAL,14383
A81006,MH,141.0,TOTAL,14383
A81006,NDH,899.0,18OV,11360
A81006,OB,1839.0,18OV,11360
A81006,OST,69.0,50OV,5770
A81006,PAD,129.0,TOTAL,14383
A81006,PC,109.0,TOTAL,14383
A81006,RA,95.0,16OV,11702
A81006,STIA,378.0,TOTAL,14383
A81007,AF,252.0,TOTAL,9953
A81007,AST,705.0,06OV,9392
A81007,CAN,397.0,TOTAL,9953
A81007,CHD,429.0,TOTAL,9953
A81007,CKD,381.0,18OV,7927
A81007,COPD,404.0,TOTAL,9953
A81007,DEM,103.0,TOTAL,9953
A81007,DEP,1629.0,18OV,7927
A81007,DM,686.0,17OV,8042
A81007,EP,81.0,18OV,7927
A81007,HF,123.0,TOTAL,9953
A81007,HYP,1671.0,TOTAL,9953
A81007,LD,69.0,TOTAL,9953
A81007,MH,102.0,TOTAL,9953
A81007,NDH,440.0,18OV,7927
A81007,OB,1123.0,18OV,7927
A81007,OST,6.0,50OV,4077
A81007,PAD,95.0,TOTAL,9953
A81007,PC,65.0,TOTAL,9953
A81007,RA,75.0,16OV,8166
A81007,STIA,264.0,TOTAL,9953
A81009,AF,192.0,TOTAL,8427
A81009,AST,562.0,06OV,7931
A81009,CAN,221.0,TOTAL,8427
A81009,CHD,285.0,TOTAL,8427
A81009,CKD,198.0,18OV,6685
A81009,COPD,207.0,TOTAL,8427
A81009,DEM,54.0,TOTAL,8427
A81009,DEP,525.0,18OV,6685
A81009,DM,623.0,17OV,6780
A81009,EP,98.0,18OV,6685
A81009,HF,82.0,TOTAL,8427
A81009,HYP,1170.0,TOTAL,8427
A81009,LD,115.0,TOTAL,8427
A81009,MH,127.0,TOTAL,8427
A81009,NDH,734.0,18OV,6685
A81009,OB,1223.0,18OV,6685
A81009,OST,77.0,50OV,3268
A81009,PAD,75.0,TOTAL,8427
A81009,PC,28.0,TOTAL,8427
A81009,RA,39.0,16OV,6872
A81009,STIA,175.0,TOTAL,8427
A81011,AF,265.0,TOTAL,11565
A81011,AST,889.0,06OV,10875
A81011,CAN,459.0,TOTAL,11565
A81011,CHD,609.0,TOTAL,11565
A81011,CKD,535.0,18OV,9314
A81011,COPD,464.0,TOTAL,11565
A81011,DEM,118.0,TOTAL,11565
A81011,DEP,2240.0,18OV,9314
A81011,DM,853.0,17OV,9440
A81011,EP,112.0,18OV,9314
A81011,HF,99.0,TOTAL,11565
A81011,HYP,2264.0,TOTAL,11565
A81011,LD,108.0,TOTAL,11565
A81011,MH,135.0,TOTAL,11565
A81011,NDH,679.0,18OV,9314
A81011,OB,1859.0,18OV,9314
A81011,OST,3.0,50OV,4958
A81011,PAD,121.0,TOTAL,11565
A81011,PC,78.0,TOTAL,11565
A81011,RA,102.0,16OV,9549
A81011,STIA,300.0,TOTAL,11565
A81012,AF,79.0,TOTAL,5266
A81012,AST,335.0,06OV,4895
A81012,CAN,113.0,TOTAL,5266
A81012,CHD,158.0,TOTAL,5266
A81012,CKD,109.0,18OV,3984
A81012,COPD,228.0,TOTAL,5266
A81012,DEM,25.0,TOTAL,5266
A81012,DEP,655.0,18OV,3984
A81012,DM,396.0,17OV,4039
A81012,EP,48.0,18OV,3984
A81012,HF,29.0,TOTAL,5266
A81012,HYP,796.0,TOTAL,5266
A81012,LD,36.0,TOTAL,5266
A81012,MH,64.0,TOTAL,5266
A81012,NDH,286.0,18OV,3984
A81012,OB,720.0,18OV,3984
A81012,OST,6.0,50OV,1710
A81012,PAD,50.0,TOTAL,5266
A81012,PC,39.0,TOTAL,5266
A81012,RA,23.0,16OV,4114
A81012,STIA,99.0,TOTAL,5266
A81013,AF,176.0,TOTAL,7201
A81013,AST,561.0,06OV,6776
A81013,CAN,286.0,TOTAL,7201
A81013,CHD,262.0,TOTAL,7201
A81013,CKD,245.0,18OV,5715
A81013,COPD,223.0,TOTAL,7201
A81013,DEM,47.0,TOTAL,7201
A81013,DEP,1285.0,18OV,5715
A81013,DM,566.0,17OV,5814
A81013,EP,68.0,18OV,5715
A81013,HF,40.0,TOTAL,7201
A81013,HYP,1568.0,TOTAL,7201
A81013,LD,64.0,TOTAL,7201
A81013,MH,67.0,TOTAL,7201
A81013,NDH,787.0,18OV,5715
A81013,OB,709.0,18OV,5715
A81013,OST,17.0,50OV,3114
A81013,PAD,43.0,TOTAL,7201
A81013,PC,23.0,TOTAL,7201
A81013,RA,58.0,16OV,5921
A81013,STIA,143.0,TOTAL,7201
A81014,AF,120.0,TOTAL,4110
A81014,AST,371.0,06OV,3880
A81014,CAN,155.0,TOTAL,4110
A81014,CHD,213.0,TOTAL,4110
A81014,CKD,222.0,18OV,3392
A81014,COPD,140.0,TOTAL,4110
A81014,DEM,35.0,TOTAL,4110
A81014,DEP,425.0,18OV,3392
A81014,DM,302.0,17OV,3429
A81014,EP,44.0,18OV,3392
A81014,HF,49.0,TOTAL,4110
A81014,HYP,839.0,TOTAL,4110
A81014,LD,24.0,TOTAL,4110
A81014,MH,45.0,TOTAL,4110
A81014,NDH,81.0,18OV,3392
A81014,OB,599.0,18OV,3392
A81014,OST,3.0,50OV,1946
A81014,PAD,36.0,TOTAL,4110
A81014,PC,19.0,TOTAL,4110
A81014,RA,25.0,16OV,3464
A81014,STIA,126.0,TOTAL,4110
A81016,AF,159.0,TOTAL,11601
A81016,AST,718.0,06OV,10817
A81016,CAN,293.0,TOTAL,11601
A81016,CHD,302.0,TOTAL,11601
A81016,CKD,240.0,18OV,9019
A81016,COPD,230.0,TOTAL,11601
A81016,DEM,51.0,TOTAL,11601
A81016,DEP,1283.0,18OV,9019
A81016,DM,654.0,17OV,9131
A81016,EP,74.0,18OV,9019
A81016,HF,59.0,TOTAL,11601
A81016,HYP,1262.0,TOTAL,11601
A81016,LD,70.0,TOTAL,11601
A81016,MH,115.0,TOTAL,11601
A81016,NDH,595.0,18OV,9019
A81016,OB,958.0,18OV,9019
A81016,OST,32.0,50OV,3062
A81016,PAD,59.0,TOTAL,11601
A81016,PC,33.0,TOTAL,11601
A81016,RA,67.0,16OV,9251
A81016,STIA,158.0,TOTAL,11601
A81017,AF,388.0,TOTAL,18842
A81017,AST,1134.0,06OV,17827
A81017,CAN,643.0,TOTAL,18842
A81017,CHD,594.0,TOTAL,18842
A81017,CKD,386.0,18OV,14631
A81017,COPD,317.0,TOTAL,18842
A81017,DEM,142.0,TOTAL,18842
A81017,DEP,2154.0,18OV,14631
A81017,DM,1025.0,17OV,14908
A81017,EP,106.0,18OV,14631
A81017,HF,190.0,TOTAL,18842
A81017,HYP,2698.0,TOTAL,18842
A81017,LD,56.0,TOTAL,18842
A81017,MH,101.0,TOTAL,18842
A81017,NDH,591.0,18OV,14631
A81017,OB,2007.0,18OV,14631
A81017,OST,23.0,50OV,7113
A81017,PAD,89.0,TOTAL,18842
A81017,PC,49.0,TOTAL,18842
A81017,RA,116.0,16OV,15210
A81017,STIA,364.0,TOTAL,18842
A81018,AF,261.0,TOTAL,10195
A81018,AST,770.0,06OV,9649
A81018,CAN,484.0,TOTAL,10195
A81018,CHD,422.0,TOTAL,10195
A81018,CKD,453.0,18OV,8117
A81018,COPD,457.0,TOTAL,10195
A81018,DEM,99.0,TOTAL,10195
A81018,DEP,1515.0,18OV,8117
A81018,DM,874.0,17OV,8232
A81018,EP,96.0,18OV,8117
A81018,HF,123.0,TOTAL,10195
A81018,HYP,1929.0,TOTAL,10195
A81018,LD,101.0,TOTAL,10195
A81018,MH,155.0,TOTAL,10195
A81018,NDH,823.0,18OV,8117
A81018,OB,1300.0,18OV,8117
A81018,OST,56.0,50OV,4385
A81018,PAD,114.0,TOTAL,10195
A81018,PC,101.0,TOTAL,10195
A81018,RA,75.0,16OV,8347
A81018,STIA,278.0,TOTAL,10195
A81019,AF,162.0,TOTAL,8846
A81019,AST,623.0,06OV,8273
A81019,CAN,203.0,TOTAL,8846
A81019,CHD,310.0,TOTAL,8846
A81019,CKD,153.0,18OV,6704
A81019,COPD,324.0,TOTAL,8846
A81019,DEM,61.0,TOTAL,8846
A81019,DEP,583.0,18OV,6704
A81019,DM,642.0,17OV,6852
A81019,EP,77.0,18OV,6704
A81019,HF,81.0,TOTAL,8846
A81019,HYP,1319.0,TOTAL,8846
A81019,LD,68.0,TOTAL,8846
A81019,MH,89.0,TOTAL,8846
A81019,NDH,459.0,18OV,6704
A81019,OB,1244.0,18OV,6704
A81019,OST,15.0,50OV,3197
A81019,PAD,65.0,TOTAL,8846
A81019,PC,57.0,TOTAL,8846
A81019,RA,55.0,16OV,6989
A81019,STIA,141.0,TOTAL,8846
A81020,AF,201.0,TOTAL,7854
A81020,AST,526.0,06OV,7341
A81020,CAN,199.0,TOTAL,7854
A81020,CHD,318.0,TOTAL,7854
A81020,CKD,233.0,18OV,6129
A81020,COPD,190.0,TOTAL,7854
A81020,DEM,88.0,TOTAL,7854
A81020,DEP,565.0,18OV,6129
A81020,DM,536.0,17OV,6218
A81020,EP,69.0,18OV,6129
A81020,HF,72.0,TOTAL,7854
A81020,HYP,1323.0,TOTAL,7854
A81020,LD,49.0,TOTAL,7854
A81020,MH,69.0,TOTAL,7854
A81020,NDH,627.0,18OV,6129
A81020,OB,791.0,18OV,6129
A81020,OST,24.0,50OV,3122
A81020,PAD,65.0,TOTAL,7854
A81020,PC,41.0,TOTAL,7854
A81020,RA,47.0,16OV,6323
A81020,STIA,170.0,TOTAL,7854
A81021,AF,321.0,TOTAL,14033
A81021,AST,915.0,06OV,13109
A81021,CAN,583.0,TOTAL,14033
A81021,CHD,551.0,TOTAL,14033
A81021,CKD,452.0,18OV,10996
A81021,COPD,414.0,TOTAL,14033
A81021,DEM,103.0,TOTAL,14033
A81021,DEP,2216.0,18OV,10996
A81021,DM,1109.0,17OV,11157
A81021,EP,117.0,18OV,10996
A81021,HF,186.0,TOTAL,14033
A81021,HYP,2263.0,TOTAL,14033
A81021,LD,109.0,TOTAL,14033
A81021,MH,105.0,TOTAL,14033
A81021,NDH,1076.0,18OV,10996
A81021,OB,2150.0,18OV,10996
A81021,OST,31.0,50OV,5600
A81021,PAD,106.0,TOTAL,14033
A81021,PC,54.0,TOTAL,14033
A81021,RA,102.0,16OV,11333
A81021,STIA,316.0,TOTAL,14033
A81022,AF,285.0,TOTAL,9587
A81022,AST,749.0,06OV,9103
A81022,CAN,354.0,TOTAL,9587
A81022,CHD,417.0,TOTAL,9587
A81022,CKD,193.0,18OV,7793
A81022,COPD,338.0,TOTAL,9587
A81022,DEM,50.0,TOTAL,9587
A81022,DEP,1085.0,18OV,7793
A81022,DM,713.0,17OV,7902
A81022,EP,92.0,18OV,7793
A81022,HF,87.0,TOTAL,9587
A81022,HYP,1950.0,TOTAL,9587
A81022,LD,81.0,TOTAL,9587
A81022,MH,85.0,TOTAL,9587
A81022,NDH,475.0,18OV,7793
A81022,OB,1148.0,18OV,7793
A81022,OST,23.0,50OV,4404
A81022,PAD,88.0,TOTAL,9587
A81022,PC,39.0,TOTAL,9587
A81022,RA,73.0,16OV,8027
A81022,STIA,252.0,TOTAL,9587
A81023,AF,128.0,TOTAL,9300
A81023,AST,422.0,06OV,8697
A81023,CAN,169.0,TOTAL,9300
A81023,CHD,233.0,TOTAL,9300
A81023,CKD,123.0,18OV,7499
A81023,COPD,215.0,TOTAL,9300
A81023,DEM,38.0,TOTAL,9300
A81023,DEP,870.0,18OV,7499
A81023,DM,451.0,17OV,7604
A81023,EP,81.0,18OV,7499
A81023,HF,64.0,TOTAL,9300
A81023,HYP,913.0,TOTAL,9300
A81023,LD,64.0,TOTAL,9300
A81023,MH,108.0,TOTAL,9300
A81023,NDH,354.0,18OV,7499
A81023,OB,828.0,18OV,7499
A81023,OST,11.0,50OV,2227
A81023,PAD,55.0,TOTAL,9300
A81023,PC,74.0,TOTAL,9300
A81023,RA,31.0,16OV,7706
A81023,STIA,117.0,TOTAL,9300
A81025,AF,119.0,TOTAL,4346
A81025,AST,269.0,06OV,4077
A81025,CAN,168.0,TOTAL,4346
A81025,CHD,181.0,TOTAL,4346
A81025,CKD,103.0,18OV,3451
A81025,COPD,158.0,TOTAL,4346
A81025,DEM,37.0,TOTAL,4346
A81025,DEP,484.0,18OV,3451
A81025,DM,273.0,17OV,3495
A81025,EP,39.0,18OV,3451
A81025,HF,54.0,TOTAL,4346
A81025,HYP,685.0,TOTAL,4346
A81025,LD,26.0,TOTAL,4346
A81025,MH,56.0,TOTAL,4346
A81025,NDH,83.0,18OV,3451
A81025,OB,392.0,18OV,3451
A81025,OST,6.0,50OV,1665
A81025,PAD,36.0,TOTAL,4346
A81025,PC,12.0,TOTAL,4346
A81025,RA,34.0,16OV,3549
A81025,STIA,107.0,TOTAL,4346
A81026,AF,433.0,TOTAL,20081
A81026,AST,1181.0,06OV,18549
A81026,CAN,359.0,TOTAL,20081
A81026,CHD,749.0,TOTAL,20081
A81026,CKD,354.0,18OV,15173
A81026,COPD,650.0,TOTAL,20081
A81026,DEM,139.0,TOTAL,20081
A81026,DEP,1819.0,18OV,15173
A81026,DM,1329.0,17OV,15403
A81026,EP,180.0,18OV,15173
A81026,HF,228.0,TOTAL,20081
A81026,HYP,2757.0,TOTAL,20081
A81026,LD,160.0,TOTAL,20081
A81026,MH,177.0,TOTAL,20081
A81026,NDH,1454.0,18OV,15173
A81026,OB,2139.0,18OV,15173
A81026,OST,166.0,50OV,6773
A81026,PAD,152.0,TOTAL,20081
A81026,PC,191.0,TOTAL,20081
A81026,RA,112.0,16OV,15678
A81026,STIA,438.0,TOTAL,20081
A81027,AF,458.0,TOTAL,15133
A81027,AST,916.0,06OV,14339
A81027,CAN,669.0,TOTAL,15133
A81027,CHD,530.0,TOTAL,15133
A81027,CKD,362.0,18OV,12232
A81027,COPD,176.0,TOTAL,15133
A81027,DEM,122.0,TOTAL,15133
A81027,DEP,1560.0,18OV,12232
A81027,DM,685.0,17OV,12434
A81027,EP,83.0,18OV,12232
A81027,HF,149.0,TOTAL,15133
A81027,HYP,2356.0,TOTAL,15133
A81027,LD,28.0,TOTAL,15133
A81027,MH,94.0,TOTAL,15133
A81027,NDH,640.0,18OV,12232
A81027,OB,1386.0,18OV,12232
A81027,OST,17.0,50OV,6723
A81027,PAD,87.0,TOTAL,15133
A81027,PC,91.0,TOTAL,15133
A81027,RA,101.0,16OV,12612
A81027,STIA,365.0,TOTAL,15133
A81029,AF,91.0,TOTAL,7564
A81029,AST,297.0,06OV,7067
A81029,CAN,146.0,TOTAL,7564
A81029,CHD,190.0,TOTAL,7564
A81029,CKD,237.0,18OV,6173
A81029,COPD,190.0,TOTAL,7564
A81029,DEM,30.0,TOTAL,7564
A81029,DEP,618.0,18OV,6173
A81029,DM,396.0,17OV,6235
A81029,EP,55.0,18OV,6173
A81029,HF,34.0,TOTAL,7564
A81029,HYP,834.0,TOTAL,7564
A81029,LD,47.0,TOTAL,7564
A81029,MH,71.0,TOTAL,7564
A81029,NDH,423.0,18OV,6173
A81029,OB,755.0,18OV,6173
A81029,OST,8.0,50OV,1702
A81029,PAD,59.0,TOTAL,7564
A81029,PC,27.0,TOTAL,7564
A81029,RA,27.0,16OV,6299
A81029,STIA,107.0,TOTAL,7564
A81030,AF,354.0,TOTAL,15451
A81030,AST,1080.0,06OV,14431
A81030,CAN,262.0,TOTAL,15451
A81030,CHD,508.0,TOTAL,15451
A81030,CKD,327.0,18OV,12103
A81030,COPD,352.0,TOTAL,15451
A81030,DEM,138.0,TOTAL,15451
A81030,DEP,1520.0,18OV,12103
A81030,DM,952.0,17OV,12298
A81030,EP,120.0,18OV,12103
A81030,HF,158.0,TOTAL,15451
A81030,HYP,2372.0,TOTAL,15451
A81030,LD,69.0,TOTAL,15451
A81030,MH,135.0,TOTAL,15451
A81030,NDH,1089.0,18OV,12103
A81030,OB,1279.0,18OV,12103
A81030,OST,133.0,50OV,5863
A81030,PAD,130.0,TOTAL,15451
A81030,PC,151.0,TOTAL,15451
A81030,RA,123.0,16OV,12474
A81030,STIA,336.0,TOTAL,15451
A81031,AF,320.0,TOTAL,13249
A81031,AST,1051.0,06OV,12424
A81031,CAN,454.0,TOTAL,13249
A81031,CHD,544.0,TOTAL,13249
A81031,CKD,424.0,18OV,10486
A81031,COPD,440.0,TOTAL,13249
A81031,DEM,119.0,TOTAL,13249
A81031,DEP,1303.0,18OV,10486
A81031,DM,831.0,17OV,10635
A81031,EP,133.0,18OV,10486
A81031,HF,151.0,TOTAL,13249
A81031,HYP,2281.0,TOTAL,13249
A81031,LD,114.0,TOTAL,13249
A81031,MH,146.0,TOTAL,13249
A81031,NDH,832.0,18OV,10486
A81031,OB,1969.0,18OV,10486
A81031,OST,6.0,50OV,5178
A81031,PAD,98.0,TOTAL,13249
A81031,PC,69.0,TOTAL,13249
A81031,RA,112.0,16OV,10782
A81031,STIA,292.0,TOTAL,13249
A81032,AF,319.0,TOTAL,11326
A81032,AST,868.0,06OV,10735
A81032,CAN,442.0,TOTAL,11326
A81032,CHD,481.0,TOTAL,11326
A81032,CKD,218.0,18OV,9347
A81032,COPD,336.0,TOTAL,11326
A81032,DEM,153.0,TOTAL,11326
A81032,DEP,1444.0,18OV,9347
A81032,DM,779.0,17OV,9459
A81032,EP,97.0,18OV,9347
A81032,HF,123.0,TOTAL,11326
A81032,HYP,1889.0,TOTAL,11326
A81032,LD,58.0,TOTAL,11326
A81032,MH,124.0,TOTAL,11326
A81032,NDH,865.0,18OV,9347
A81032,OB,1130.0,18OV,9347
A81032,OST,42.0,50OV,5423
A81032,PAD,89.0,TOTAL,11326
A81032,PC,102.0,TOTAL,11326
A81032,RA,56.0,16OV,9586
A81032,STIA,276.0,TOTAL,11326
A81034,AF,447.0,TOTAL,21419
A81034,AST,1565.0,06OV,20151
A81034,CAN,676.0,TOTAL,21419
A81034,CHD,679.0,TOTAL,21419
A81034,CKD,778.0,18OV,16414
A81034,COPD,467.0,TOTAL,21419
A81034,DEM,209.0,TOTAL,21419
A81034,DEP,3894.0,18OV,16414
A81034,DM,1217.0,17OV,16686
A81034,EP,172.0,18OV,16414
A81034,HF,238.0,TOTAL,21419
A81034,HYP,3287.0,TOTAL,21419
A81034,LD,141.0,TOTAL,21419
A81034,MH,151.0,TOTAL,21419
A81034,NDH,876.0,18OV,16414
A81034,OB,1548.0,18OV,16414
A81034,OST,30.0,50OV,7636
A81034,PAD,142.0,TOTAL,21419
A81034,PC,126.0,TOTAL,21419
A81034,RA,99.0,16OV,16986
A81034,STIA,476.0,TOTAL,21419
A81035,AF,188.0,TOTAL,10245
A81035,AST,618.0,06OV,9646
A81035,CAN,316.0,TOTAL,10245
A81035,CHD,344.0,TOTAL,10245
A81035,CKD,363.0,18OV,8113
A81035,COPD,281.0,TOTAL,10245
A81035,DEM,53.0,TOTAL,10245
A81035,DEP,781.0,18OV,8113
A81035,DM,668.0,17OV,8232
A81035,EP,93.0,18OV,8113
A81035,HF,105.0,TOTAL,10245
A81035,HYP,1385.0,TOTAL,10245
A81035,LD,100.0,TOTAL,10245
A81035,MH,119.0,TOTAL,10245
A81035,NDH,111.0,18OV,8113
A81035,OB,1113.0,18OV,8113
A81035,OST,31.0,50OV,3494
A81035,PAD,101.0,TOTAL,10245
A81035,PC,62.0,TOTAL,10245
A81035,RA,59.0,16OV,8357
A81035,STIA,239.0,TOTAL,10245
A81036,AF,529.0,TOTAL,17087
A81036,AST,1361.0,06OV,16099
A81036,CAN,685.0,TOTAL,17087
A81036,CHD,700.0,TOTAL,17087
A81036,CKD,777.0,18OV,13531
A81036,COPD,485.0,TOTAL,17087
A81036,DEM,204.0,TOTAL,17087
A81036,DEP,3034.0,18OV,13531
A81036,DM,1120.0,17OV,13738
A81036,EP,171.0,18OV,13531
A81036,HF,184.0,TOTAL,17087
A81036,HYP,3238.0,TOTAL,17087
A81036,LD,103.0,TOTAL,17087
A81036,MH,209.0,TOTAL,17087
A81036,NDH,984.0,18OV,13531
A81036,OB,2297.0,18OV,13531
A81036,OST,29.0,50OV,7002
A81036,PAD,116.0,TOTAL,17087
A81036,PC,122.0,TOTAL,17087
A81036,RA,120.0,16OV,13931
A81036,STIA,472.0,TOTAL,17087
A81037,AF,83.0,TOTAL,7236
A81037,AST,392.0,06OV,6880
A81037,CAN,186.0,TOTAL,7236
A81037,CHD,183.0,TOTAL,7236
A81037,CKD,106.0,18OV,5934
A81037,COPD,238.0,TOTAL,7236
A81037,DEM,50.0,TOTAL,7236
A81037,DEP,541.0,18OV,5934
A81037,DM,507.0,17OV,6016
A81037,EP,53.0,18OV,5934
A81037,HF,44.0,TOTAL,7236
A81037,HYP,917.0,TOTAL,7236
A81037,LD,61.0,TOTAL,7236
A81037,MH,70.0,TOTAL,7236
A81037,NDH,321.0,18OV,5934
A81037,OB,469.0,18OV,5934
A81037,OST,14.0,50OV,2052
A81037,PAD,49.0,TOTAL,7236
A81037,PC,56.0,TOTAL,7236
A81037,RA,39.0,16OV,6098
A81037,STIA,103.0,TOTAL,7236
A81038,AF,42.0,TOTAL,3834
A81038,AST,199.0,06OV,3507
A81038,CAN,79.0,TOTAL,3834
A81038,CHD,115.0,TOTAL,3834
A81038,CKD,42.0,18OV,2784
A81038,COPD,121.0,TOTAL,3834
A81038,DEM,42.0,TOTAL,3834
A81038,DEP,113.0,18OV,2784
A81038,DM,323.0,17OV,2839
A81038,EP,30.0,18OV,2784
A81038,HF,17.0,TOTAL,3834
A81038,HYP,419.0,TOTAL,3834
A81038,LD,48.0,TOTAL,3834
A81038,MH,40.0,TOTAL,3834
A81038,NDH,153.0,18OV,2784
A81038,OB,309.0,18OV,2784
A81038,OST,3.0,50OV,1092
A81038,PAD,15.0,TOTAL,3834
A81038,PC,14.0,TOTAL,3834
A81038,RA,14.0,16OV,2892
A81038,STIA,72.0,TOTAL,3834
A81039,AF,271.0,TOTAL,11575
A81039,AST,866.0,06OV,10874
A81039,CAN,439.0,TOTAL,11575
A81039,CHD,357.0,TOTAL,11575
A81039,CKD,294.0,18OV,9070
A81039,COPD,141.0,TOTAL,11575
A81039,DEM,85.0,TOTAL,11575
A81039,DEP,1526.0,18OV,9070
A81039,DM,599.0,17OV,9193
A81039,EP,72.0,18OV,9070
A81039,HF,130.0,TOTAL,11575
A81039,HYP,1656.0,TOTAL,11575
A81039,LD,58.0,TOTAL,11575
A81039,MH,84.0,TOTAL,11575
A81039,NDH,516.0,18OV,9070
A81039,OB,1052.0,18OV,9070
A81039,OST,39.0,50OV,4672
A81039,PAD,47.0,TOTAL,11575
A81039,PC,46.0,TOTAL,11575
A81039,RA,78.0,16OV,9353
A81039,STIA,262.0,TOTAL,11575
A81040,AF,215.0,TOTAL,8499
A81040,AST,604.0,06OV,8019
A81040,CAN,367.0,TOTAL,8499
A81040,CHD,351.0,TOTAL,8499
A81040,CKD,474.0,18OV,6759
A81040,COPD,204.0,TOTAL,8499
A81040,DEM,79.0,TOTAL,8499
A81040,DEP,1401.0,18OV,6759
A81040,DM,546.0,17OV,6854
A81040,EP,65.0,18OV,6759
A81040,HF,97.0,TOTAL,8499
A81040,HYP,1393.0,TOTAL,8499
A81040,LD,42.0,TOTAL,8499
A81040,MH,72.0,TOTAL,8499
A81040,NDH,309.0,18OV,6759
A81040,OB,891.0,18OV,6759
A81040,OST,17.0,50OV,3582
A81040,PAD,77.0,TOTAL,8499
A81040,PC,30.0,TOTAL,8499
A81040,RA,71.0,16OV,6957
A81040,STIA,200.0,TOTAL,8499
A81041,AF,256.0,TOTAL,9445
A81041,AST,522.0,06OV,8877
A81041,CAN,404.0,TOTAL,9445
A81041,CHD,428.0,TOTAL,9445
A81041,CKD,411.0,18OV,7618
A81041,COPD,307.0,TOTAL,9445
A81041,DEM,98.0,TOTAL,9445
A81041,DEP,1203.0,18OV,7618
A81041,DM,704.0,17OV,7713
A81041,EP,91.0,18OV,7618
A81041,HF,124.0,TOTAL,9445
A81041,HYP,1755.0,TOTAL,9445
A81041,LD,60.0,TOTAL,9445
